symbol,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,lot_size,pnl_points,pnl_usd,equity
DJ30.,short,2025-11-03 17:45:00+01:00,47538.45,2025-11-03 18:00:00+01:00,47449.550925737014,SL,0.2,8889.9,17.78,563.04
SP500.,short,2025-11-03 17:45:00+01:00,6862.0,2025-11-03 18:15:00+01:00,6851.982634117391,SL,1.2,1001.7,12.02,575.06
NAS100.,short,2025-11-03 18:30:00+01:00,25948.6,2025-11-03 18:30:00+01:00,25999.952900996464,SL,0.2,-5135.3,-10.27,564.79
DJ30.,long,2025-11-04 18:00:00+01:00,47200.37,2025-11-04 18:30:00+01:00,47273.7939632535,SL,0.1,7342.4,7.34,572.13
NAS100.,long,2025-11-04 18:00:00+01:00,25784.91,2025-11-04 18:45:00+01:00,25722.857003986956,SL,0.2,-6205.3,-12.41,559.72
SP500.,long,2025-11-04 18:00:00+01:00,6816.09,2025-11-04 20:00:00+01:00,6803.6331367021885,SL,0.9,-1245.7,-11.21,548.51
DJ30.,long,2025-11-05 18:00:00+01:00,47281.57,2025-11-05 18:15:00+01:00,47205.19094561449,SL,0.1,-7637.9,-7.64,540.87
SP500.,long,2025-11-05 18:00:00+01:00,6804.74,2025-11-05 20:00:00+01:00,6822.415838026233,SL,0.9,1767.6,15.91,556.78
DJ30.,short,2025-11-06 17:30:00+01:00,47270.07,2025-11-06 17:30:00+01:00,47317.44809968223,SL,0.2,-4737.8,-9.48,547.3
SP500.,short,2025-11-06 17:30:00+01:00,6795.29,2025-11-06 17:30:00+01:00,6803.91067675486,SL,1.3,-862.1,-11.21,536.09
NAS100.,short,2025-11-06 17:30:00+01:00,25592.76,2025-11-06 17:45:00+01:00,25530.974512568642,SL,0.3,6178.5,18.54,554.63
DJ30.,short,2025-11-07 19:00:00+01:00,46731.72,2025-11-07 20:00:00+01:00,46613.981616909354,SL,0.1,11773.8,11.77,566.4
DJ30.,long,2025-11-10 17:45:00+01:00,47298.45,2025-11-10 17:45:00+01:00,47249.116344997616,SL,0.2,-4933.4,-9.87,556.53
NAS100.,long,2025-11-10 18:15:00+01:00,25558.9,2025-11-10 18:45:00+01:00,25514.747521664347,SL,0.3,-4415.2,-13.25,543.28
SP500.,long,2025-11-10 18:00:00+01:00,6814.95,2025-11-10 18:45:00+01:00,6806.446150141158,SL,1.3,-850.4,-11.06,532.22
DJ30.,short,2025-11-10 18:45:00+01:00,47108.45,2025-11-10 19:15:00+01:00,47023.39502583074,SL,0.2,8505.5,17.01,549.23
SP500.,short,2025-11-10 19:30:00+01:00,6784.5,2025-11-10 19:45:00+01:00,6795.852555825924,SL,1.0,-1135.3,-11.35,537.88
DJ30.,long,2025-11-11 17:45:00+01:00,47497.34,2025-11-11 18:00:00+01:00,47458.6937519362,SL,0.3,-3864.6,-11.59,526.29
SP500.,long,2025-11-11 18:00:00+01:00,6838.02,2025-11-11 18:00:00+01:00,6830.73928391802,SL,1.4,-728.1,-10.19,516.1
NAS100.,short,2025-11-11 18:15:00+01:00,25507.78,2025-11-11 18:45:00+01:00,25464.39227161793,SL,0.2,4338.8,8.68,524.78
SP500.,short,2025-11-12 17:45:00+01:00,6871.37,2025-11-12 18:00:00+01:00,6864.98672430172,SL,1.6,638.3,10.21,534.99
SP500.,short,2025-11-12 18:30:00+01:00,6862.57,2025-11-12 18:45:00+01:00,6852.967101235743,SL,1.4,960.3,13.44,548.43
NAS100.,short,2025-11-13 17:30:00+01:00,25421.18,2025-11-13 17:30:00+01:00,25266.525457570653,TP,0.2,15465.5,30.93,579.36
NAS100.,short,2025-11-13 18:45:00+01:00,25238.18,2025-11-13 19:45:00+01:00,25150.31422117337,SL,0.2,8786.6,17.57,596.93
NAS100.,long,2025-11-14 18:45:00+01:00,25036.33,2025-11-14 19:30:00+01:00,25150.820966889973,SL,0.1,11449.1,11.45,608.38
SP500.,long,2025-11-14 18:45:00+01:00,6735.17,2025-11-14 19:30:00+01:00,6762.36977135778,SL,0.6,2720.0,16.32,624.7
SP500.,short,2025-11-17 19:15:00+01:00,6712.0,2025-11-17 19:15:00+01:00,6730.253971071788,SL,0.7,-1825.4,-12.78,611.92
NAS100.,short,2025-11-18 17:45:00+01:00,24606.68,2025-11-18 18:00:00+01:00,24521.30780278059,SL,0.2,8537.2,17.07,628.99
DJ30.,short,2025-11-19 17:15:00+01:00,46141.83,2025-11-19 17:45:00+01:00,46196.09222794782,SL,0.2,-5426.2,-10.85,618.14
DJ30.,long,2025-11-19 18:15:00+01:00,46298.33,2025-11-19 18:15:00+01:00,46225.428019251936,SL,0.2,-7290.2,-14.58,603.56
DJ30.,short,2025-11-19 19:00:00+01:00,46041.33,2025-11-19 20:00:00+01:00,46133.44394012518,SL,0.1,-9211.4,-9.21,594.35
DJ30.,long,2025-11-20 17:15:00+01:00,46631.03,2025-11-20 17:45:00+01:00,46792.82975869099,SL,0.2,16180.0,32.36,626.71
